Inventory ID,Description,Item Class,Posting Class,Brand,Description,Item Group,Sub Item Group,Trading Group,Sub Trading Group,Conversion Factor,UOM,Profit Margin Target,Supplier
FAYMU0008,Fay Multifold H/Towels Advanced 1ply 240shts Singles,FINGOODS  -TISSUE    -HTOWEL-FAY,TISSUE,Fay,FG-Tissue-Hand Towel-Fay,Hand Towels,Multifold,Kimfay Brand,Manufactured,0.444166667,Kgs,40%,Kim-Fay
FAYMU0009,Fay Multifold H/Towels Advanced 1ply 1x 240shts (Sebuka),FINGOODS  -TISSUE    -HTOWEL-FAY,TISSUE,Fay,FG-Tissue-Hand Towel-Fay,Hand Towels,Multifold,Kimfay Brand,Manufactured,0.44,Kgs,40%,Kim-Fay
FAYMU0010,Fay Multifold H/Towels Advanced 1ply 12X240shts ( Dash Logistics),FINGOODS  -TISSUE    -HTOWEL-FAY,TISSUE,Fay,FG-Tissue-Hand Towel-Fay,Hand Towels,Multifold,Kimfay Brand,Manufactured,5.33,Kgs,40%,Kim-Fay
FAYPK0001,Fay Blue Pocket Handkerchiefs 120s Singles,FINGOODS  -TISSUE    -FACIAL-FAY,TISSUE,Fay,FG-Tissue-Facial Tissue-Fay,Facial,,Kimfay Brand,Manufactured,2.278106208,Kgs,40%,Kim-Fay
FAYPK0002,Fay Blue Pocket Handkerchiefs 12x10,FINGOODS  -TISSUE    -FACIAL-FAY,TISSUE,Fay,FG-Tissue-Facial Tissue-Fay,Facial,,Kimfay Brand,Manufactured,2.278106208,Kgs,40%,Kim-Fay
FAYPK0003,Fay Pocket Handkerchiefs 120s Pink,FINGOODS  -TISSUE    -FACIAL-FAY,TISSUE,Fay,FG-Tissue-Facial Tissue-Fay,Facial,,Kimfay Brand,Manufactured,2.278106208,Kgs,40%,Kim-Fay
FAYPK0004,Fay Pocket Handkerchiefs 12x10 Pink,FINGOODS  -TISSUE    -FACIAL-FAY,TISSUE,Fay,FG-Tissue-Facial Tissue-Fay,Facial,,Kimfay Brand,Manufactured,2.28,Kgs,40%,Kim-Fay
FAYPK0005,Fay Blue Pocket Handkerchiefs 12x10(Singles),FINGOODS  -TISSUE    -FACIAL-FAY,TISSUE,Fay,FG-Tissue-Facial Tissue-Fay,Facial,,Kimfay Brand,Manufactured,0.019,Kgs,40%,Kim-Fay
FAYPK0006,Fay Pink Pocket Handkerchiefs 120s Singles,FINGOODS  -TISSUE    -FACIAL-FAY,TISSUE,Fay,FG-Tissue-Facial Tissue-Fay,Facial,,Kimfay Brand,Manufactured,0.019,Kgs,40%,Kim-Fay
FAYPK0007,Fay Pink Pocket Handkerchiefs 12x10,FINGOODS  -TISSUE    -FACIAL-FAY,TISSUE,Fay,FG-Tissue-Facial Tissue-Fay,Facial,,Kimfay Brand,Manufactured,2.278106208,Kgs,40%,Kim-Fay
FAYPK0008,Fay Pocket Handkerchiefs Mini 21x6,FINGOODS  -TISSUE    -FACIAL-FAY,TISSUE,Fay,FG-Tissue-Facial Tissue-Fay,Facial,,Kimfay Brand,Manufactured,1.91,Kgs,40%,Kim-Fay
FAYSA0001,Kimfay Professional Hand Sanitiser Liquid 20L,FINGOODS  -P SANITATN-SNTZER-FAY,PROFSANITN,Fay,FG-Professional Sanitation-Sanitizers-Fay,Sanitizers,,Kimfay Brand,Manufactured,1,Cases,40%,Kim-Fay
FAYSA0002,Fay Antibacterial Hand Sanitiser Gel 500ml,FINGOODS  -P SANITATN-SNTZER-FAY,PROFSANITN,Fay,FG-Professional Sanitation-Sanitizers-Fay,Sanitizers,,Kimfay Brand,Manufactured,1,Cases,40%,Kim-Fay
FAYSA0003,Fay Antibacterial Hand Sanitiser Gel 5L,FINGOODS  -P SANITATN-SNTZER-FAY,PROFSANITN,Fay,FG-Professional Sanitation-Sanitizers-Fay,Sanitizers,,Kimfay Brand,Manufactured,1,Cases,40%,Kim-Fay
FAYSA0004,Fay Antibacterial Hand Sanitiser Liquid 5L,FINGOODS  -P SANITATN-SNTZER-FAY,PROFSANITN,Fay,FG-Professional Sanitation-Sanitizers-Fay,Sanitizers,,Kimfay Brand,Manufactured,1,Cases,40%,Kim-Fay
FAYSA0005,Fay Antibacterial Hand Sanitiser Gel 36x60ml,FINGOODS  -P SANITATN-SNTZER-FAY,PROFSANITN,Fay,FG-Professional Sanitation-Sanitizers-Fay,Sanitizers,,Kimfay Brand,Manufactured,1,Cases,40%,Kim-Fay
FAYSA0006,Fay Antibacterial Hand Sanitiser Gel 36x30ml,FINGOODS  -P SANITATN-SNTZER-FAY,PROFSANITN,Fay,FG-Professional Sanitation-Sanitizers-Fay,Sanitizers,,Kimfay Brand,Manufactured,1,Cases,40%,Kim-Fay
FAYSA0007,Fay antibac. Gel sanitiser pouch option 6x1L,FINGOODS  -P SANITATN-SNTZER-FAY,PROFSANITN,Fay,FG-Professional Sanitation-Sanitizers-Fay,Sanitizers,,Kimfay Brand,Manufactured,1,Cases,40%,Kim-Fay
FAYSA0008,Fay antibac. liquid sanitiser pouch option 6x1L (Manual),FINGOODS  -P SANITATN-SNTZER-FAY,PROFSANITN,Fay,FG-Professional Sanitation-Sanitizers-Fay,Sanitizers,,Kimfay Brand,Manufactured,1,Cases,40%,Kim-Fay
FAYSA0009,Fay Antibacterial Hand Sanitiser Gel 36x100ml,FINGOODS  -P SANITATN-SNTZER-FAY,PROFSANITN,Fay,FG-Professional Sanitation-Sanitizers-Fay,Sanitizers,,Kimfay Brand,Manufactured,1,Cases,40%,Kim-Fay
FAYSA0010,Fay antibac. liquid sanitiser pouch option 6x1L (Automatic),FINGOODS  -P SANITATN-SNTZER-FAY,PROFSANITN,Fay,FG-Professional Sanitation-Sanitizers-Fay,Sanitizers,,Kimfay Brand,Manufactured,1,Cases,40%,Kim-Fay
FAYSA0011,Fay Antibacterial Hand Sanitiser Gel 4x5L,FINGOODS  -P SANITATN-SNTZER-FAY,PROFSANITN,Fay,FG-Professional Sanitation-Sanitizers-Fay,Sanitizers,,Kimfay Brand,Manufactured,1,Cases,40%,Kim-Fay
FAYSA0012,Fay Antibacterial Hand Sanitiser Liquid 4x5L,FINGOODS  -P SANITATN-SNTZER-FAY,PROFSANITN,Fay,FG-Professional Sanitation-Sanitizers-Fay,Sanitizers,,Kimfay Brand,Manufactured,1,Cases,40%,Kim-Fay
FAYSA0013,Fay Antibacterial Hand Sanitiser Gel 500ML Consumer,FINGOODS  -P SANITATN-SNTZER-FAY,PROFSANITN,Fay,FG-Professional Sanitation-Sanitizers-Fay,Sanitizers,,Kimfay Brand,Manufactured,1,Cases,40%,Kim-Fay
FAYSA0014,Fay Antibacterial Liquid Spray Sanitiser 18x60ml,FINGOODS  -P SANITATN-SNTZER-FAY,PROFSANITN,Fay,FG-Professional Sanitation-Sanitizers-Fay,Sanitizers,,Kimfay Brand,Manufactured,1,Cases,40%,Kim-Fay
FAYSA0015,Fay Antibacterial Hand Sanitiser Gel 36x100ml,FINGOODS  -P SANITATN-SNTZER-FAY,PROFSANITN,Fay,FG-Professional Sanitation-Sanitizers-Fay,Sanitizers,,Kimfay Brand,Manufactured,1,Cases,40%,Kim-Fay
FAYSE0001,Fay Servt 1ply Edge Emb. Printed Cold Stone,FINGOODS  -TISSUE    -SERVIT-FAY,TISSUE,Fay,FG-Tissue-Serviette-Fay,Serviettes,Serviettes - Printed,Kimfay Brand,Manufactured,11.34,Kgs,40%,Kim-Fay
FAYSE0002,Fay Servt. I ply Edge Emb. Printed Tuskys,FINGOODS  -TISSUE    -SERVIT-FAY,TISSUE,Fay,FG-Tissue-Serviette-Fay,Serviettes,Serviettes - Printed,Kimfay Brand,Manufactured,11.34,Kgs,40%,Kim-Fay
FAYSE0003,Fay Serv. 1 Ply Edge Emb Printed Thrones Lounge,FINGOODS  -TISSUE    -SERVIT-FAY,TISSUE,Fay,FG-Tissue-Serviette-Fay,Serviettes,Serviettes - Printed,Kimfay Brand,Manufactured,11.34,Kgs,40%,Kim-Fay
FAYSE0004,Fay Servt 1ply Edge Emb. Printed Tsebo,FINGOODS  -TISSUE    -SERVIT-FAY,TISSUE,Fay,FG-Tissue-Serviette-Fay,Serviettes,Serviettes - Printed,Kimfay Brand,Manufactured,11.34,Kgs,40%,Kim-Fay
FAYSE0005,Fay Servt 1ply Edge Emb. Printed Maggies,FINGOODS  -TISSUE    -SERVIT-FAY,TISSUE,Fay,FG-Tissue-Serviette-Fay,Serviettes,Serviettes - Printed,Kimfay Brand,Manufactured,11.34,Kgs,40%,Kim-Fay
FAYSE0006,Fay Servt 1Ply Edge Emb. Printed Cafe Bistro,FINGOODS  -TISSUE    -SERVIT-FAY,TISSUE,Fay,FG-Tissue-Serviette-Fay,Serviettes,Serviettes - Printed,Kimfay Brand,Manufactured,11.34,Kgs,40%,Kim-Fay
FAYSE0007,Fay Servt. 1 ply Edge Emb. Printed Quickmart,FINGOODS  -TISSUE    -SERVIT-FAY,TISSUE,Fay,FG-Tissue-Serviette-Fay,Serviettes,Serviettes - Printed,Kimfay Brand,Manufactured,11.34,Kgs,40%,Kim-Fay
FAYSE0008,Fay Servt. 1ply 60x100shts White,FINGOODS  -TISSUE    -SERVIT-FAY,TISSUE,Fay,FG-Tissue-Serviette-Fay,Serviettes,Serviettes - White,Kimfay Brand,Manufactured,11.124,Kgs,40%,Kim-Fay
FAYSE0009,Fay Servt. 1ply 60x110shts White,FINGOODS  -TISSUE    -SERVIT-FAY,TISSUE,Fay,FG-Tissue-Serviette-Fay,Serviettes,Serviettes - White,Kimfay Brand,Manufactured,12.24,Kgs,40%,Kim-Fay
FAYSE0010,Fay servt. 1 ply Edge Embossed,FINGOODS  -TISSUE    -SERVIT-FAY,TISSUE,Fay,FG-Tissue-Serviette-Fay,Serviettes,Serviettes - White,Kimfay Brand,Manufactured,11.12,Kgs,40%,Kim-Fay
FAYSE0011,Fay Servt.1Ply Edge Emb. Printed CafeNaivas,FINGOODS  -TISSUE    -SERVIT-FAY,TISSUE,Fay,FG-Tissue-Serviette-Fay,Serviettes,Serviettes - Printed,Kimfay Brand,Manufactured,11.34,Kgs,40%,Kim-Fay
FAYSE0012,Fay Servt. 1ply printed Strathmore University,FINGOODS  -TISSUE    -SERVIT-FAY,TISSUE,Fay,FG-Tissue-Serviette-Fay,Serviettes,Serviettes - Printed,Kimfay Brand,Manufactured,11.34,Kgs,40%,Kim-Fay
FAYSE0013,Fay Servt. 1ply Edge Emb. Printed Pizza n Chicken,FINGOODS  -TISSUE    -SERVIT-FAY,TISSUE,Fay,FG-Tissue-Serviette-Fay,Serviettes,Serviettes - Printed,Kimfay Brand,Manufactured,11.34,Kgs,40%,Kim-Fay
FAYSE0014,Fay Servt. 1ply Printed Blue 24x100shts,FINGOODS  -TISSUE    -SERVIT-FAY,TISSUE,Fay,FG-Tissue-Serviette-Fay,Serviettes,Serviettes - Blue,Kimfay Brand,Manufactured,4.54,Kgs,40%,Kim-Fay
FAYSE0015,Fay Servt. 1ply 24x100shts Pink,FINGOODS  -TISSUE    -SERVIT-FAY,TISSUE,Fay,FG-Tissue-Serviette-Fay,Serviettes,Serviettes - Pink,Kimfay Brand,Manufactured,4.536,Kgs,40%,Kim-Fay
FAYSE0016,Fay Servt. 1ply 24 x 100shts White,FINGOODS  -TISSUE    -SERVIT-FAY,TISSUE,Fay,FG-Tissue-Serviette-Fay,Serviettes,Serviettes - White,Kimfay Brand,Manufactured,4.45,Kgs,40%,Kim-Fay
FAYSE0017,Fay Servt. 1ply 24 x 110shts White,FINGOODS  -TISSUE    -SERVIT-FAY,TISSUE,Fay,FG-Tissue-Serviette-Fay,Serviettes,Serviettes - White,Kimfay Brand,Manufactured,4.89,Kgs,40%,Kim-Fay
FAYSE0018,Fay Servt. 1ply Edge Emb. Printed Flame Grill,FINGOODS  -TISSUE    -SERVIT-FAY,TISSUE,Fay,FG-Tissue-Serviette-Fay,Serviettes,Serviettes - Printed,Kimfay Brand,Manufactured,11.34,Kgs,40%,Kim-Fay
FAYSE0019,Fay Servt.1ply Printed Zen Garden,FINGOODS  -TISSUE    -SERVIT-FAY,TISSUE,Fay,FG-Tissue-Serviette-Fay,Serviettes,Serviettes - Printed,Kimfay Brand,Manufactured,11.34,Kgs,40%,Kim-Fay
FAYSE0020,Fay Servt. 1ply printed Hotel Nokras,FINGOODS  -TISSUE    -SERVIT-FAY,TISSUE,Fay,FG-Tissue-Serviette-Fay,Serviettes,Serviettes - Printed,Kimfay Brand,Manufactured,11.34,Kgs,40%,Kim-Fay
FAYSE0021,Fay Servt. 1ply printed Nokras Riverine,FINGOODS  -TISSUE    -SERVIT-FAY,TISSUE,Fay,FG-Tissue-Serviette-Fay,Serviettes,Serviettes - Printed,Kimfay Brand,Manufactured,11.34,Kgs,40%,Kim-Fay
FAYSE0022,Fay Servt. 1ply 60x100shts Pink,FINGOODS  -TISSUE    -SERVIT-FAY,TISSUE,Fay,FG-Tissue-Serviette-Fay,Serviettes,Serviettes - Printed,Kimfay Brand,Manufactured,11.34,Kgs,40%,Kim-Fay
FAYSE0023,Fay Servt. Cocktail 1ply 60x100shts White,FINGOODS  -TISSUE    -SERVIT-FAY,TISSUE,Fay,FG-Tissue-Serviette-Fay,Serviettes,Serviettes - White,Kimfay Brand,Manufactured,5.14176,Kgs,40%,Kim-Fay
FAYSE0024,Fay Servt. Dinner 1ply 48x50shts White,FINGOODS  -TISSUE    -SERVIT-FAY,TISSUE,Fay,FG-Tissue-Serviette-Fay,Serviettes,Serviettes - White,Kimfay Brand,Manufactured,7.276848,Kgs,40%,Kim-Fay
FAYSE0025,Fay Servt. Dinner 1ply Printed Cafesserie,FINGOODS  -TISSUE    -SERVIT-FAY,TISSUE,Fay,FG-Tissue-Serviette-Fay,Serviettes,Serviettes - Printed,Kimfay Brand,Manufactured,7.42,Kgs,40%,Kim-Fay
FAYSE0026,Fay Servt. Dinner 1ply Printed Ashnil,FINGOODS  -TISSUE    -SERVIT-FAY,TISSUE,Fay,FG-Tissue-Serviette-Fay,Serviettes,Serviettes - Printed,Kimfay Brand,Manufactured,7.79,Kgs,40%,Kim-Fay
FAYSE0027,Fay Servt.1ply Edge Emb. Printed Cold Spring,FINGOODS  -TISSUE    -SERVIT-FAY,TISSUE,Fay,FG-Tissue-Serviette-Fay,Serviettes,Serviettes - Printed,Kimfay Brand,Manufactured,11.34,Kgs,40%,Kim-Fay
FAYSE0028,Fay Servt. 1ply Printed Blue 60x100shts,FINGOODS  -TISSUE    -SERVIT-FAY,TISSUE,Fay,FG-Tissue-Serviette-Fay,Serviettes,Serviettes - Blue,Kimfay Brand,Manufactured,11.34,Kgs,40%,Kim-Fay
FAYSE0029,Fay Servt. 1ply Edge Emb. Printed Creamy Inn,FINGOODS  -TISSUE    -SERVIT-FAY,TISSUE,Fay,FG-Tissue-Serviette-Fay,Serviettes,Serviettes - Printed,Kimfay Brand,Manufactured,11.34,Kgs,40%,Kim-Fay
FAYSE0030,Fay Servt. 1ply Printed Chicken Inn,FINGOODS  -TISSUE    -SERVIT-FAY,TISSUE,Fay,FG-Tissue-Serviette-Fay,Serviettes,Serviettes - Printed,Kimfay Brand,Manufactured,11.34,Kgs,40%,Kim-Fay
FAYSE0031,Fay Servt. Dinner1ply Printed Cafesserie Kampala,FINGOODS  -TISSUE    -SERVIT-FAY,TISSUE,Fay,FG-Tissue-Serviette-Fay,Serviettes,Serviettes - Printed,Kimfay Brand,Manufactured,7.42,Kgs,40%,Kim-Fay
FAYSE0032,Fay Servt. 1ply Printed Farmers Choice,FINGOODS  -TISSUE    -SERVIT-FAY,TISSUE,Fay,FG-Tissue-Serviette-Fay,Serviettes,Serviettes - Printed,Kimfay Brand,Manufactured,11.34,Kgs,40%,Kim-Fay
FAYSE0033,Fay Servt. 1 ply Edge Emb. printed Thika Sports Cl,FINGOODS  -TISSUE    -SERVIT-FAY,TISSUE,Fay,FG-Tissue-Serviette-Fay,Serviettes,Serviettes - Printed,Kimfay Brand,Manufactured,11.34,Kgs,40%,Kim-Fay
FAYSE0034,Fay Servt. 1ply Edge Emb. Printed Elewana,FINGOODS  -TISSUE    -SERVIT-FAY,TISSUE,Fay,FG-Tissue-Serviette-Fay,Serviettes,Serviettes - Printed,Kimfay Brand,Manufactured,11.34,Kgs,40%,Kim-Fay
FAYSE0035,Fay Servt. 1ply Printed Kasarani,FINGOODS  -TISSUE    -SERVIT-FAY,TISSUE,Fay,FG-Tissue-Serviette-Fay,Serviettes,Serviettes - Printed,Kimfay Brand,Manufactured,11.34,Kgs,40%,Kim-Fay
FAYSE0036,Fay Servt. 1ply Printed Pizza Inn,FINGOODS  -TISSUE    -SERVIT-FAY,TISSUE,Fay,FG-Tissue-Serviette-Fay,Serviettes,Serviettes - Printed,Kimfay Brand,Manufactured,11.34,Kgs,40%,Kim-Fay
FAYSE0037,Fay Servt. Edge Emb. Printed Masai Lodge,FINGOODS  -TISSUE    -SERVIT-FAY,TISSUE,Fay,FG-Tissue-Serviette-Fay,Serviettes,Serviettes - Printed,Kimfay Brand,Manufactured,11.34,Kgs,40%,Kim-Fay
FAYSE0038,Fay Servt. 1ply Edge Emb. Printed Bakers Inn,FINGOODS  -TISSUE    -SERVIT-FAY,TISSUE,Fay,FG-Tissue-Serviette-Fay,Serviettes,Serviettes - Printed,Kimfay Brand,Manufactured,11.34,Kgs,40%,Kim-Fay
FAYSE0039,Fay Servt. 1ply Printed Angiti,FINGOODS  -TISSUE    -SERVIT-FAY,TISSUE,Fay,FG-Tissue-Serviette-Fay,Serviettes,Serviettes - Printed,Kimfay Brand,Manufactured,11.34,Kgs,40%,Kim-Fay
FAYSE0040,Fay Servt. 1ply Edge Emb. Printed Galitos,FINGOODS  -TISSUE    -SERVIT-FAY,TISSUE,Fay,FG-Tissue-Serviette-Fay,Serviettes,Serviettes - Printed,Kimfay Brand,Manufactured,11.34,Kgs,40%,Kim-Fay
FAYSE0041,Fay Servt. 1ply Printed Sawela,FINGOODS  -TISSUE    -SERVIT-FAY,TISSUE,Fay,FG-Tissue-Serviette-Fay,Serviettes,Serviettes - Printed,Kimfay Brand,Manufactured,11.34,Kgs,40%,Kim-Fay
FAYSE0042,Fay Servt.1ply Edge Emb. Printed Berra,FINGOODS  -TISSUE    -SERVIT-FAY,TISSUE,Fay,FG-Tissue-Serviette-Fay,Serviettes,Serviettes - Printed,Kimfay Brand,Manufactured,11.34,Kgs,40%,Kim-Fay
FAYSE0043,Fay Servt. Dinner 1ply Printed Thrones Lounge,FINGOODS  -TISSUE    -SERVIT-FAY,TISSUE,Fay,FG-Tissue-Serviette-Fay,Serviettes,Serviettes - Printed,Kimfay Brand,Manufactured,7.42,Kgs,40%,Kim-Fay
FAYSE0044,Fay Servt. Value Pack 1ply 30x220shts White,FINGOODS  -TISSUE    -SERVIT-FAY,TISSUE,Fay,FG-Tissue-Serviette-Fay,Serviettes,Serviettes - White,Kimfay Brand,Manufactured,12.24,Kgs,40%,Kim-Fay
FAYSE0045,Fay Servt. 1ply Edge Emb. Printed Sankara Logo,FINGOODS  -TISSUE    -SERVIT-FAY,TISSUE,Fay,FG-Tissue-Serviette-Fay,Serviettes,Serviettes - Printed,Kimfay Brand,Manufactured,11.34,Kgs,40%,Kim-Fay
FAYSE0046,Fay Servt. 1ply Edge Emb. Printed Ginza,FINGOODS  -TISSUE    -SERVIT-FAY,TISSUE,Fay,FG-Tissue-Serviette-Fay,Serviettes,Serviettes - Printed,Kimfay Brand,Manufactured,11.34,Kgs,40%,Kim-Fay
FAYSE0047,Fay Servt. 1 Ply Edge Emb. Printed Coca Cola,FINGOODS  -TISSUE    -SERVIT-FAY,TISSUE,Fay,FG-Tissue-Serviette-Fay,Serviettes,Serviettes - Printed,Kimfay Brand,Manufactured,11.34,Kgs,40%,Kim-Fay
FAYSE0048,Fay Servt. 1 Ply Edge Emb. Printed Phoenix,FINGOODS  -TISSUE    -SERVIT-FAY,TISSUE,Fay,FG-Tissue-Serviette-Fay,Serviettes,Serviettes - Printed,Kimfay Brand,Manufactured,11.34,Kgs,40%,Kim-Fay
FAYSE0049,Fay Servt. 1 ply Edge Emb. Printed Tumaini,FINGOODS  -TISSUE    -SERVIT-FAY,TISSUE,Fay,FG-Tissue-Serviette-Fay,Serviettes,Serviettes - Printed,Kimfay Brand,Manufactured,11.34,Kgs,40%,Kim-Fay
FAYSE0050,Fay Serv. 1 ply Printed Flame Flavours,FINGOODS  -TISSUE    -SERVIT-FAY,TISSUE,Fay,FG-Tissue-Serviette-Fay,Serviettes,Serviettes - Printed,Kimfay Brand,Manufactured,11.34,Kgs,40%,Kim-Fay
FAYSE0051,Fay Servt. 1ply Edge Emb. Printed Grandcafe,FINGOODS  -TISSUE    -SERVIT-FAY,TISSUE,Fay,FG-Tissue-Serviette-Fay,Serviettes,Serviettes - Printed,Kimfay Brand,Manufactured,11.34,Kgs,40%,Kim-Fay
FAYSE0052,Fay Servt 1ply 60x100shts White(Singles),FINGOODS  -TISSUE    -SERVIT-FAY,TISSUE,Fay,FG-Tissue-Serviette-Fay,Serviettes,Serviettes - White,Kimfay Brand,Manufactured,0.185333333,Kgs,40%,Kim-Fay
FAYSE0053,Fay Servt. 1 ply Edge Emb. Printed The Nook,FINGOODS  -TISSUE    -SERVIT-FAY,TISSUE,Fay,FG-Tissue-Serviette-Fay,Serviettes,Serviettes - Printed,Kimfay Brand,Manufactured,11.34,Kgs,40%,Kim-Fay
FAYSE0054,Fay Servt. 1 ply Edge Emb. Printed Oak Place,FINGOODS  -TISSUE    -SERVIT-FAY,TISSUE,Fay,FG-Tissue-Serviette-Fay,Serviettes,Serviettes - Printed,Kimfay Brand,Manufactured,11.34,Kgs,40%,Kim-Fay
FAYSE0055,Fay Servt. Dinner 1ply Printed Romeos Restaurant,FINGOODS  -TISSUE    -SERVIT-FAY,TISSUE,Fay,FG-Tissue-Serviette-Fay,Serviettes,Serviettes - Printed,Kimfay Brand,Manufactured,7.42,Kgs,40%,Kim-Fay
FAYSE0056,Fay Serv. 1 Ply Edge Embossed Printed Flora Place,FINGOODS  -TISSUE    -SERVIT-FAY,TISSUE,Fay,FG-Tissue-Serviette-Fay,Serviettes,Serviettes - Printed,Kimfay Brand,Manufactured,11.34,Kgs,40%,Kim-Fay
FAYSE0057,Fay Serv. 1Ply Edge Emb. Printed Alba Hotel,FINGOODS  -TISSUE    -SERVIT-FAY,TISSUE,Fay,FG-Tissue-Serviette-Fay,Serviettes,Serviettes - Printed,Kimfay Brand,Manufactured,11.34,Kgs,40%,Kim-Fay
FAYSE0058,Fay Serv.1Ply Edge Emb. Printed Kula Hadi Mifupa Ikujue,FINGOODS  -TISSUE    -SERVIT-FAY,TISSUE,Fay,FG-Tissue-Serviette-Fay,Serviettes,Serviettes - Printed,Kimfay Brand,Manufactured,11.34,Kgs,40%,Kim-Fay
FAYSE0059,Fay Servt. 1 Ply Edge Emboss. Printed Tiramisu,FINGOODS  -TISSUE    -SERVIT-FAY,TISSUE,Fay,FG-Tissue-Serviette-Fay,Serviettes,Serviettes - Printed,Kimfay Brand,Manufactured,11.34,Kgs,40%,Kim-Fay
FAYSE0060,Fay Servt. 1 ply Edge Embossed Printed DusitD2,FINGOODS  -TISSUE    -SERVIT-FAY,TISSUE,Fay,FG-Tissue-Serviette-Fay,Serviettes,Serviettes - Printed,Kimfay Brand,Manufactured,11.34,Kgs,40%,Kim-Fay
FAYSE0061,Fay Servt. 1ply 60x100shts Pink - Export,FINGOODS  -TISSUE    -SERVIT-FAY,TISSUE,Fay,FG-Tissue-Serviette-Fay,Serviettes,Serviettes - Pink,Kimfay Brand,Manufactured,11.34,Kgs,40%,Kim-Fay
FAYSE0062,Fay Servt. 1ply 60x100shts White - Export,FINGOODS  -TISSUE    -SERVIT-FAY,TISSUE,Fay,FG-Tissue-Serviette-Fay,Serviettes,Serviettes - White,Kimfay Brand,Manufactured,11.12,Kgs,40%,Kim-Fay
FAYSE0063,Fay Servt. 1ply Edge Emb Printed Laico Regency,FINGOODS  -TISSUE    -SERVIT-FAY,TISSUE,Fay,FG-Tissue-Serviette-Fay,Serviettes,Serviettes - Printed,Kimfay Brand,Manufactured,11.34,Kgs,40%,Kim-Fay
FAYSE0064,Fay Servt. 1ply Edge Embossed Printed Kamel Park,FINGOODS  -TISSUE    -SERVIT-FAY,TISSUE,Fay,FG-Tissue-Serviette-Fay,Serviettes,Serviettes - Printed,Kimfay Brand,Manufactured,11.34,Kgs,40%,Kim-Fay
FAYSE0065,Fay Servt. 1ply Edge Embossed Printed Marriot,FINGOODS  -TISSUE    -SERVIT-FAY,TISSUE,Fay,FG-Tissue-Serviette-Fay,Serviettes,Serviettes - Printed,Kimfay Brand,Manufactured,11.34,Kgs,40%,Kim-Fay
FAYSE0066,Fay Servt. 1ply Printed Blue 60x100shts - Export,FINGOODS  -TISSUE    -SERVIT-FAY,TISSUE,Fay,FG-Tissue-Serviette-Fay,Serviettes,Serviettes - Blue,Kimfay Brand,Manufactured,11.34,Kgs,40%,Kim-Fay
FAYSE0067,Fay Servt. 1ply Printed Debonairs,FINGOODS  -TISSUE    -SERVIT-FAY,TISSUE,Fay,FG-Tissue-Serviette-Fay,Serviettes,Serviettes - Printed,Kimfay Brand,Manufactured,11.34,Kgs,40%,Kim-Fay
FAYSE0068,Fay Servt. Cocktail 1ply Printed August Moon,FINGOODS  -TISSUE    -SERVIT-FAY,TISSUE,Fay,FG-Tissue-Serviette-Fay,Serviettes,Serviettes - Printed,Kimfay Brand,Manufactured,5.61,Kgs,40%,Kim-Fay
FAYSE0069,Fay Servt. Cocktail 1ply Printed RE\VOLVER,FINGOODS  -TISSUE    -SERVIT-FAY,TISSUE,Fay,FG-Tissue-Serviette-Fay,Serviettes,Serviettes - Printed,Kimfay Brand,Manufactured,5.61,Kgs,40%,Kim-Fay
FAYSE0071,Fay Servt.1ply Edge Emb. Printed Punda Milia,FINGOODS  -TISSUE    -SERVIT-FAY,TISSUE,Fay,FG-Tissue-Serviette-Fay,Serviettes,Serviettes - Printed,Kimfay Brand,Manufactured,11.34,Kgs,40%,Kim-Fay
FAYSE0072,Fay Serv. 1Ply Edge Emb. Printed Ukishiba Shukuru,FINGOODS  -TISSUE    -SERVIT-FAY,TISSUE,Fay,FG-Tissue-Serviette-Fay,Serviettes,Serviettes - Printed,Kimfay Brand,Manufactured,11.34,Kgs,40%,Kim-Fay
FAYSE0073,Fay Serv. 1Ply Edge Emb. Printed Parklands Sports Club,FINGOODS  -TISSUE    -SERVIT-FAY,TISSUE,Fay,FG-Tissue-Serviette-Fay,Serviettes,Serviettes - Printed,Kimfay Brand,Manufactured,11.34,Kgs,40%,Kim-Fay
FAYSE0074,Fay Servt. Dinner 1ply Printed Saba Restaurant,FINGOODS  -TISSUE    -SERVIT-FAY,TISSUE,Fay,FG-Tissue-Serviette-Fay,Serviettes,Serviettes - Printed,Kimfay Brand,Manufactured,7.42,Kgs,40%,Kim-Fay
FAYSE0075,Fay Servt. Cocktail 1ply Printed Saba Restaurant,FINGOODS  -TISSUE    -SERVIT-FAY,TISSUE,Fay,FG-Tissue-Serviette-Fay,Serviettes,Serviettes - Printed,Kimfay Brand,Manufactured,5.35,Kgs,40%,Kim-Fay
FAYSE0076,Fay Servt. Dinner 1ply Printed Patio,FINGOODS  -TISSUE    -SERVIT-FAY,TISSUE,Fay,FG-Tissue-Serviette-Fay,Serviettes,Serviettes - Printed,Kimfay Brand,Manufactured,7.42,Kgs,40%,Kim-Fay
FAYSE0077,Fay Servt. Cocktail 1ply Printed Patio,FINGOODS  -TISSUE    -SERVIT-FAY,TISSUE,Fay,FG-Tissue-Serviette-Fay,Serviettes,Serviettes - Printed,Kimfay Brand,Manufactured,5.35,Kgs,40%,Kim-Fay
