Inventory ID,Description,Item Class,Posting Class,Brand,Description,Item Group,Sub Item Group,Trading Group,Sub Trading Group,Conversion Factor,UOM,Profit Margin Target,Supplier
DOVBS0078,Dove Men Care Extra Fresh 4X100g (Value Pack),FINGOODS  -BODY CARE -BSOAP -DOVE,BODYCARE,Dove,FG - Body Care - Bar Soap - Dove,Body Care,,Partners,Trading,4,Single Units,20%,Unilever
DOVBS0079,Dove Men Care Clean Comfort 4X100g (Value Pack),FINGOODS  -BODY CARE -BSOAP -DOVE,BODYCARE,Dove,FG - Body Care - Bar Soap - Dove,Body Care,,Partners,Trading,4,Single Units,20%,Unilever
DOVBS0080,Dove Men Care Extra Fresh 1X100g,FINGOODS  -BODY CARE -BSOAP -DOVE,BODYCARE,Dove,FG - Body Care - Bar Soap - Dove,Body Care,,Partners,Trading,1,Single Units,20%,Unilever
DOVBW0037,Body wash Cucumber & Green Tea 500ml + Dove Lotion 250ml,FINGOODS  -BODY CARE -BWASH -DOVE,BODYCARE,Dove,FG - Body Care - Body Wash - Dove,Body Care,,Partners,Trading,1,Single Units,20%,Unilever
FAYSE0131,Fay servt. 1 ply Edge Embossed Single Pack,FINGOODS  -TISSUE    -SERVIT-FAY,TISSUE,Fay,FG-Tissue-Serviette-Fay,Serviettes,,Kimfay Brand,Manufactured,0.185,Kgs,20%,Kim-Fay
FAYSE0133,Fay Servt. 1ply 100shts Pink Single Pack,FINGOODS  -TISSUE    -SERVIT-FAY,TISSUE,Fay,FG-Tissue-Serviette-Fay,Serviettes,,Kimfay Brand,Manufactured,0.189,Kgs,20%,Kim-Fay
FAYTP0033,Fay TP Emb. Unwrap.10s White Single Pack,FINGOODS  -TISSUE    -TOILET-FAY,TISSUE,Fay,FG-Tissue-Toilet Tissue-Fay,Toilet Tissue,40s,Kimfay Brand,Manufactured,0.25,Bales of 40s,20%,Kim-Fay
FAYSE0146,Fay servt. 1 ply Edge Emb Printed Okash,FINGOODS  -TISSUE    -SERVIT-FAY,TISSUE,Fay,FG-Tissue-Serviette-Fay,Serviettes,,Kimfay Brand,Manufactured,11.34,Kgs,20%,Kim-Fay
FAYSE0147,Fay Servt. Dinner Edge Emb. 1ply 48x50shts Printed X,FINGOODS  -TISSUE    -SERVIT-FAY,TISSUE,Fay,FG-Tissue-Serviette-Fay,Serviettes,,Kimfay Brand,Manufactured,7.42,Kgs,20%,Kim-Fay
HUGGD0018,Huggies Extra Care  (Gold) 21s (Size  1) Up to 5Kgs,FINGOODS  -DIAPERS   -GOLD  -HUGG,DIAPERS,Huggies,FG-Diapers-Gold-Huggies,Diapers,,Partners,Trading,128,Single Units,30%,KC
RETRESALE,Resale Of Customer Returned Products,Non Stock - Products,Non Stock - Products,,Non Stock - Products,Non Stock - Products,,Kimfay Brand,Manufactured,1,Single Units,,Kim-Fay
RETRUNSUNILEV,Damaged goods returned for Unilever - Dove/Lux/Rexona,Non Stock - Products,Non Stock - Products,,Non Stock - Products,Non Stock - Products,,Partners,Trading,1,Single Units,,Unilever
RETUNRNSDCELL,Damaged goods returned for Duracell,Non Stock - Products,Non Stock - Products,,Non Stock - Products,Non Stock - Products,,Partners,Trading,1,Single Units,,Duracell
RETURNSBIOOIL,Damaged goods returned for Bio Oil,Non Stock - Products,Non Stock - Products,,Non Stock - Products,Non Stock - Products,,Partners,Trading,1,Single Units,,Union Swiss
RETURNSDABUR,Damaged goods returned for Dabur/Miswak/Vatika/Dermoviva,Non Stock - Products,Non Stock - Products,,Non Stock - Products,Non Stock - Products,,Partners,Trading,1,Single Units,,Dabur
RETURNSDANONE,Damaged goods returned for Danone/Aptamil,Non Stock - Products,Non Stock - Products,,Non Stock - Products,Non Stock - Products,,Partners,Trading,1,Single Units,,Danone
RETURNSHOBBY,Damaged goods returned for Hobby,Non Stock - Products,Non Stock - Products,,Non Stock - Products,Non Stock - Products,,Partners,Trading,1,Single Units,,Dabur
RETURNSKC,Damaged goods returned for KC Huggies/Kotex,Non Stock - Products,Non Stock - Products,,Non Stock - Products,Non Stock - Products,,Partners,Trading,1,Single Units,,KC
RETURNSKF,Damaged returns for Kim Fay Products,Non Stock - Products,Non Stock - Products,,Non Stock - Products,Non Stock - Products,,Kimfay Brand,Manufactured,1,Single Units,,Kim-Fay
RETURNSORS,Damaged goods returned for ORS,Non Stock - Products,Non Stock - Products,,Non Stock - Products,Non Stock - Products,,Partners,Trading,1,Single Units,,Dabur
DISPE0088,"FOL - Metal Bracket for 500ml Ikko Shampoo, Conditioner & Lotion Bottles",FINGOODS  -DISPENSER -IKKO  -,DISPENSER,Ikko,FG-Dispenser - Ikko,Dispensers,,Kimfay Brand,Manufactured,1,Single Units,20%,Kim-Fay
DISPE0100,FOL - Ikko Handwash Empty Labelled Bottle Spring Bliss 500ml + Pump Top,FINGOODS  -DISPENSER -IKKO  -,DISPENSER,Ikko,FG-Dispenser - Ikko,Dispensers,,Kimfay Brand,Manufactured,1,Single Units,20%,Kim-Fay
DISPE0106,FOL - Ikko Body Wash Empty Labelled Bottle Spring Bliss 500ml + Pump Top,FINGOODS  -DISPENSER -IKKO  -,DISPENSER,Ikko,FG-Dispenser - Ikko,Dispensers,,Kimfay Brand,Manufactured,1,Single Units,20%,Kim-Fay
DISPE0114,FOL - Ikko Hand and Body Lotion Empty Labelled Bottle Spring Bliss 500ml + Pump Top,FINGOODS  -DISPENSER -IKKO  -,DISPENSER,Ikko,FG-Dispenser - Ikko,Dispensers,,Kimfay Brand,Manufactured,1,Single Units,20%,Kim-Fay
DOVBW0038,Body wash Glowing Ritual Lotus Flower & Rice water 500ml + Dove Lotion 250ml,FINGOODS  -BODY CARE -BWASH -DOVE,BODYCARE,Dove,FG - Body Care - Body Wash - Dove,Body Care,,Partners,Trading,1,Single Units,,Unilever
DOVBW0039,Body wash Invigorating Ritual Avocado Oil & Calendula Extract 500ml + Dove Lotion 250ml,FINGOODS  -BODY CARE -BWASH -DOVE,BODYCARE,Dove,FG - Body Care - Body Wash - Dove,Body Care,,Partners,Trading,1,Single Units,,Unilever
DOVBW0040,Body wash Relaxing Ritual Lavender Oil & Rosemary Extract 500ml + Dove Lotion 250ml,FINGOODS  -BODY CARE -BWASH -DOVE,BODYCARE,Dove,FG - Body Care - Body Wash - Dove,Body Care,,Partners,Trading,1,Single Units,,Unilever
DOVSG0046,Body wash Deeply Nourishing 500ml + Dove Lotion 250ml,FINGOODS  -BODY CARE -BWASH -DOVE,BODYCARE,Dove,FG - Body Care - Body Wash - Dove,Body Care,,Partners,Trading,1,Single Units,,Unilever
FAYCL0023,Fay Cling Film 45cm x 15m GP (1 Roll),FINGOODS  -CLING     -CFILM -FAY,CLING,Fay,FG-Cling-Cling Film-Fay,Cling Film,Cling Film - Consumer 30 cm,Kimfay Brand,Manufactured,0.0025,Rolls of 6000M,,Kim-Fay
FAYFL0018,Fay Aluminium Foil 30cm x 5m (1 Roll),FINGOODS  -FOIL      -ALFOIL-FAY,FOIL,Fay,FG-Foil-Fay,Foil,Foil - Catering 30 cm,Kimfay Brand,Manufactured,0.0623,Kgs,,Kim-Fay
FAYMU0019,Fay Multifold H/Towels Universal 1 ply 12x240shts (Interim),FINGOODS  -TISSUE    -HTOWEL-FAY,TISSUE,Fay,FG-Tissue-Hand Towel-Fay,Hand Towels,Multifold,Kimfay Brand,Manufactured,5.28,Kgs,,Kim-Fay
TISTP0010,Tishu Poa TP Emb. Unwrap 4x10s White 200 Sheets,FINGOODS  -TISSUE    -TOILET-TPOA,TISSUE,Tishu Poa,FG-Tissue-Toilet Tissue-Tissue Poa,Toilet Tissue,40s,Kimfay Brand,Manufactured,0.5,Bales of 40s,,Kim-Fay
FAYWP0021,Fay Fresh up Wet Wipes KF,FINGOODS  -WIPES     -OTHERW-FAY,WIPES,Fay,FG-Other Wipes - Fay,Other Wipes,,Kimfay Brand,Manufactured,1,Cases,20%,Kim-Fay
ORSOL0060,Ors Argan Oil Sheen Spray 250Ml,FINGOODS  -HAIR CARE -CONDIT-ORS,HAIR CARE,Ors,FG - Hair Care - Conditioner - Ors,Hair Care,,Partners,Trading,1,Single Units,20%,Dabur
FAYWP0022,Fay Pure Wet Wipes 72x10s KF,FINGOODS  -WIPES     -OTHERW-FAY,WIPES,Fay,FG-Other Wipes - Fay,Other Wipes,,Kimfay Brand,Manufactured,1,Cases,30%,Kim-Fay
FAYWP0023,Fay Antibacterial Wet Wipes 72x10s KF,FINGOODS  -WIPES     -OTHERW-FAY,WIPES,Fay,FG-Other Wipes - Fay,Other Wipes,,Kimfay Brand,Manufactured,1,Cases,30%,Kim-Fay
FAYTP0050,Fay TP Decaroll white LC 150M ( Carton ),FINGOODS  -TISSUE    -TOILET-FAY,TISSUE,Fay,FG-Tissue-Toilet Tissue-Fay,Toilet Tissue,Deca Roll,Kimfay Brand,Manufactured,1.8,Bales of 40s,25%,Kim-Fay
COSTP0031,Cosy Poa TP Emb. unwrapped. 12x4s White,FINGOODS  -TISSUE    -TOILET-CPOA,TISSUE,Cosy Poa,FG-Tissue-Toilet Tissue-Cosy Poa,Toilet Tissue,40s,Kimfay Brand,Manufactured,0.9,Bales of 40s,25%,Kim-Fay
VATOL0015,Vatika Coconut Hair Oil 180Ml,FINGOODS  -HAIR CARE -CONDIT-VATI,HAIR CARE,Vatika,FG - Hair Care - Conditioner - Vatika,Hair Care,,Partners,Trading,1,Single Units,20%,Dabur
VATCR0015,Vatika Hair Cream Extreme Moisturizing Almond 190Ml,FINGOODS  -HAIR CARE -CONDIT-VATI,HAIR CARE,Vatika,FG - Hair Care - Conditioner - Vatika,Hair Care,,Partners,Trading,1,Single Units,20%,Dabur
VATSH0067,Vatika Shampoo Hair Fall Control Cactus & Gergir 360Ml (Singles) + FREE 200ml Shampoo,FINGOODS  -HAIR CARE -SHAMPO-VATI,HAIR CARE,Vatika,FG - Hair Care - Shampoo - Vatika,Hair Care,,Partners,Trading,1,Single Units,20%,Dabur
VATSH0068,Vatika Shampoo Hair Strength & Shine Black Seed 400Ml (Singles)+ FREE 200ml Shampoo,FINGOODS  -HAIR CARE -SHAMPO-VATI,HAIR CARE,Vatika,FG - Hair Care - Shampoo - Vatika,Hair Care,,Partners,Trading,1,Single Units,20%,Dabur
VATSH0069,Vatika Shampoo Moisture Treatment Almond & Honey 360Ml (Singles)+ FREE 200ml Shampoo,FINGOODS  -HAIR CARE -SHAMPO-VATI,HAIR CARE,Vatika,FG - Hair Care - Shampoo - Vatika,Hair Care,,Partners,Trading,1,Single Units,20%,Dabur
VATSH0070,Vatika Shampoo Moisture Treatment Almond & Honey 400Ml + FREE 200ml Shampoo,FINGOODS  -HAIR CARE -SHAMPO-VATI,HAIR CARE,Vatika,FG - Hair Care - Shampoo - Vatika,Hair Care,,Partners,Trading,1,Single Units,20%,Dabur
VATSH0072,Vatika Shampoo Nourish & Protect Olive & Henna 360Ml (Singles)+ FREE 200ml Shampoo,FINGOODS  -HAIR CARE -SHAMPO-VATI,HAIR CARE,Vatika,FG - Hair Care - Shampoo - Vatika,Hair Care,,Partners,Trading,1,Single Units,20%,Dabur
ORSOL0057,Ors Olive Oil Strengthining Hair Gel Blackcastor Oil With Tea Tree Oil 250Ml,FINGOODS  -HAIR CARE -CONDIT-ORS,HAIR CARE,Ors,FG - Hair Care - Conditioner - Ors,Hair Care,,Partners,Trading,1,Single Units,20%,Dabur
ORSOL0058,Ors Olive Oil Strengthining Hair Gel Blackcastor Oil With Tea Tree Oil 500Ml,FINGOODS  -HAIR CARE -CONDIT-ORS,HAIR CARE,Ors,FG - Hair Care - Conditioner - Ors,Hair Care,,Partners,Trading,1,Single Units,20%,Dabur
TISTP0011,Tishu Poa TP Emb. Unwrap 12x4s White 200 Sheets,FINGOODS  -TISSUE    -TOILET-TPOA,TISSUE,Tishu Poa,FG-Tissue-Toilet Tissue-Tissue Poa,Toilet Tissue,40s,Kimfay Brand,Manufactured,1.2,Bales of 40s,,Kim-Fay
DISPE0118,Pump Top - Ikko Hand & Body Lotion/Shampoo/Conditioner 5L,FINGOODS  -DISPENSER -IKKO  -,DISPENSER,Ikko,FG-Dispenser - Ikko,Dispensers,,Kimfay Brand,Manufactured,1,Single Units,20%,Kim-Fay
FAYSE0148,Fay servt. 1 ply Edge Emb Printed Hi Tea,FINGOODS  -TISSUE    -SERVIT-FAY,TISSUE,Fay,FG-Tissue-Serviette-Fay,Serviettes,Serviettes - Printed,Kimfay Brand,Manufactured,11.34,Kgs,20%,Kim-Fay
CONPA0016,Confidence Ultrathin SUPER 7's,FINGOODS  -FEMCARE   -SANPAD-CONF,FEMCARE,Confidence,FG-Femcare-Sanitary Pads-Confidence,Femcare,,Kimfay Brand,Trading,7,Single Units,20%,Kim-Fay
FAYSE0149,Fay Servt. Dinner 1ply 24 X 50shts Printed DSTRKT24,FINGOODS  -TISSUE    -SERVIT-FAY,TISSUE,Fay,FG-Tissue-Serviette-Fay,Serviettes,Serviettes - Printed,Kimfay Brand,Manufactured,3.71,Kgs,20%,Kim-Fay
HOBBW0047,Hobby Body Wash Pure Orchid 1000Ml + Hobby B/w Refreshing Fruits 300ml,FINGOODS  -BODY CARE -BWASH -HOBB,BODYCARE,Hobby,FG - Body Care - Body Wash - Hobby,Body Care,,Partners,Trading,1,Single Units,20%,Dabur
VATSH0071,Vatika Shampoo Dandruff Guard Lemon & Yoghurt 360Ml (Singles)+ FREE 200ml Shampoo,FINGOODS  -HAIR CARE -SHAMPO-VATI,HAIR CARE,Vatika,FG - Hair Care - Shampoo - Vatika,Hair Care,,Partners,Trading,1,Single Units,20%,Dabur
VATSH0074,Vatika Shampoo Strengthen & Nourish Natural Hibiscus Extract 425Ml (Singles)+ FREE 200ml Shampoo,FINGOODS  -HAIR CARE -CONDIT-VATI,HAIR CARE,Vatika,FG - Hair Care - Conditioner - Vatika,Hair Care,,Partners,Trading,1,Single Units,20%,Dabur
VATSH0076,Vatika Shampoo Natural Hair Growth Garlic 360Ml (Singles)+ FREE 200ml Shampoo,FINGOODS  -HAIR CARE -SHAMPO-VATI,HAIR CARE,Vatika,FG - Hair Care - Shampoo - Vatika,Hair Care,,Partners,Trading,1,Single Units,20%,Dabur
FAYSE0150,Fay Servt. Dinner Edge Emb. 1ply 48x50shts Printed Sarova,FINGOODS  -TISSUE    -SERVIT-FAY,TISSUE,Fay,FG-Tissue-Serviette-Fay,Serviettes,,Kimfay Brand,Manufactured,7.42,Kgs,20%,Kim-Fay
COSTP0032,Cosy Poa TP Decaroll White Consumer,FINGOODS  -TISSUE    -TOILET-CPOA,TISSUE,Cosy,FG-Tissue-Toilet Tissue-Cosy Poa,Toilet Tissue,Deca Roll,Kimfay Brand,Manufactured,1.05,Bales of 40s,25%,Kim-Fay
DOVBB0031,Baby Dove Rich Moisture bar soap 90g,FINGOODS  -BABY CARE -BODYCL-DOVE,BABY CARE,Dove,FG - Baby Care - Body Cleansing - Dove,Baby Care,,Partners,Trading,1,Single Units,20%,Unilever
DOVBB0032,Baby Dove Fragrance Free Moisture Bar Soap 90g,FINGOODS  -BABY CARE -BODYCL-DOVE,BABY CARE,Dove,FG - Baby Care - Body Cleansing - Dove,Baby Care,,Partners,Trading,1,Single Units,20%,Unilever
ULTLC0001,Ultra Clean Multipurpose Liquid Cleaner 20L,FINGOODS  -P SANITATN-LQDCLN-R,PROFSANITN,Ultra Clean,FG-Professional Sanitation-Liquid Cleaner-Ultra,Profsanitn,,Kimfay Brand,Trading,1,Single Units,20%,Kim-Fay
VATSH0077,Vatika Shampoo Hair Strength & Shine Black Seed 360Ml+ FREE 200ml Shampoo,FINGOODS  -HAIR CARE -SHAMPO-VATI,HAIR CARE,Vatika,FG - Hair Care - Shampoo - Vatika,Hair Care,,Partners,Trading,1,Single Units,20%,Dabur
FAYSE0151,Fay Servt. Dinner Edge Emb. 1ply 48x50shts Printed Ole Sereni,FINGOODS  -TISSUE    -SERVIT-FAY,TISSUE,Fay,FG-Tissue-Serviette-Fay,Serviettes,,Kimfay Brand,Manufactured,7.42,Kgs,20%,Kim-Fay
ORSOL0061,Ors Sheen Spray 250ml + Free DHTP 30g Toothpaste,FINGOODS  -HAIR CARE -CONDIT-ORS,HAIR CARE,Ors,FG - Hair Care - Conditioner - Ors,Hair Care,,Partners,Trading,1,Single Units,20%,Dabur
ORSOL0062,Ors Sheen Spray 450ml + Free DHTP Whitening Toothpaste 50Gm,FINGOODS  -HAIR CARE -CONDIT-ORS,HAIR CARE,Ors,FG - Hair Care - Conditioner - Ors,Hair Care,,Partners,Trading,1,Single Units,20%,Dabur
DOVBS0088,Dove Bar Soap Micellar 1x90g,FINGOODS  -BODY CARE -BSOAP -DOVE,BODYCARE,Dove,FG - Body Care - Bar Soap - Dove,Body Care,,Partners,Trading,1,Single Units,20%,Unilever
DURBT0053,Duracell Plus Power AAA 1 pack x 2 cells (Singles),FINGOODS  -BATTERY   -PLSPWR-DRCL,BATTERIES,Duracell,FG-Batteries-Plus Power-Duracell,Batteries,,Partners,Trading,1,Single Units,,Duracell
FAYFA0044,Fay Facial  80's Decor Art Series Assorted 2 + 1 Promo,FINGOODS  -TISSUE    -FACIAL-FAY,TISSUE,Fay,FG-Tissue-Facial Tissue-Fay,Facial,,Kimfay Brand,Manufactured,4.75,Kgs,40%,Kim-Fay
HUGDP0063,Huggies Baby Essentials Size 3M (5 - 9 kg) 9 x 10's (Singles),FINGOODS  -DIAPERS   -BABYSN-UGG,DIAPERS,Huggies,FG-Diapers-Baby Essentials-Huggies,Diapers,,Partners,Trading,9,Single Units,30%,KC
HUGDP0064,Huggies Baby Essentials Size 4L (8 - 14 kg) 8 x 10's (Singles),FINGOODS  -DIAPERS   -BABYSN-UGG,DIAPERS,Huggies,FG-Diapers-Baby Essentials-Huggies,Diapers,,Partners,Trading,8,Single Units,30%,KC
HUGDP0065,Huggies Baby Essentials Size 3M (5 - 9 kg) 42 x 6's (Singles),FINGOODS  -DIAPERS   -BABYSN-UGG,DIAPERS,Huggies,FG-Diapers-Baby Essentials-Huggies,Diapers,,Partners,Trading,42,Single Units,30%,KC
HUGDP0066,Huggies Baby Essentials Size 4L (8 - 14 kg) 40 x 6's (Singles),FINGOODS  -DIAPERS   -BABYSN-UGG,DIAPERS,Huggies,FG-Diapers-Baby Essentials-Huggies,Diapers,,Partners,Trading,40,Single Units,30%,KC
HUGDP0067,Huggies Baby Essentials Size 5XL (12 - 22 kg) 7 x 10's (Singles),FINGOODS  -DIAPERS   -BABYSN-UGG,DIAPERS,Huggies,FG-Diapers-Baby Essentials-Huggies,Diapers,,Partners,Trading,7,Single Units,30%,KC
HUGDP0068,Huggies Baby Essentials Size 5XL (12 - 22 kg) 36 x 6's (Singles),FINGOODS  -DIAPERS   -BABYSN-UGG,DIAPERS,Huggies,FG-Diapers-Baby Essentials-Huggies,Diapers,,Partners,Trading,36,Single Units,30%,KC
HUGDP0069,Huggies Baby Essentials Size 2S (3 - 6 kg) 10 x 10's (Singles),FINGOODS  -DIAPERS   -BABYSN-UGG,DIAPERS,Huggies,FG-Diapers-Baby Essentials-Huggies,Diapers,,Partners,Trading,10,Single Units,30%,KC
HUGDP0070,Huggies Baby Essentials Size 2S (3 - 6 kg) 48 x 6's (Singles),FINGOODS  -DIAPERS   -BABYSN-UGG,DIAPERS,Huggies,FG-Diapers-Baby Essentials-Huggies,Diapers,,Partners,Trading,48,Single Units,30%,KC
IKOBW0003,Ikko Gel Body Wash Nature's Kiss 5L,FINGOODS  -BODY CARE -BWASH -IKKO,BODYCARE,Ikko,FG - Body Care - Body Wash - Ikko,Body Care,,Kimfay Brand,Manufactured,1,Single Units,20%,Kim-Fay
KOTPT0012,Kotex Super Protect Long Liner P16x16 ( Singles),FINGOODS  -FEMCARE   -PLINER-KOT,FEMCARE,Kotex,FG-Femcare-Panty Liners-Kotex,Femcare,,Partners,Trading,16,Single Units,30%,KC
KOTPT0013,Kotex Super Protect Long Liner P30x16 ( Singles ),FINGOODS  -FEMCARE   -PLINER-KOT,FEMCARE,Kotex,FG-Femcare-Panty Liners-Kotex,Femcare,,Partners,Trading,30,Single Units,30%,KC
FAYWP0024,Fay Antibacterial Wet Wipes 72s  + 12s Promo  KF,FINGOODS  -WIPES     -OTHERW-FAY,WIPES,Fay,FG-Other Wipes - Fay,Other Wipes,,Kimfay Brand,Manufactured,1,Cases,30%,Kim-Fay
FAYWP0025,Fay Sensitive Baby Wet Wipes 72s + 12s Promo KF,FINGOODS  -WIPES     -OTHERW-FAY,WIPES,Fay,FG-Other Wipes - Fay,Other Wipes,,Kimfay Brand,Manufactured,1,Cases,30%,Kim-Fay
FAYWP0026,Fay Everyday Baby Wet Wipes 72s + 12s Promo KF,FINGOODS  -WIPES     -OTHERW-FAY,WIPES,Fay,FG-Other Wipes - Fay,Other Wipes,,Kimfay Brand,Manufactured,1,Cases,30%,Kim-Fay
DERMO0011,Dermoviva Face Mask Avocado 150Ml,FINGOODS  -BODY CARE -FACE  -DERM,BODYCARE,Dermoviva,FG - Body Care - Face - Dermoviva,Body Care,,Partners,Trading,1,Single Units,20%,Dabur
DISPE0128,Ikko Gel Body Wash Empty Labelled Bottle Spring Bliss 500ml + Pump Top,FINGOODS  -DISPENSER -IKKO  -,DISPENSER,Ikko,FG-Dispenser - Ikko,Dispensers,,Kimfay Brand,Manufactured,1,Single Units,20%,Kim-Fay
DISPE0129,Ikko Gel Body Wash Empty Labelled Bottle Nature's Kiss 500ml + Pump Top,FINGOODS  -DISPENSER -IKKO  -,DISPENSER,Ikko,FG-Dispenser - Ikko,Dispensers,,Kimfay Brand,Manufactured,1,Single Units,20%,Kim-Fay
DISPE0132,FOL - Hand Towel Dispenser HSD-218 Brushed Stainless Steel,FINGOODS  -DISPENSER -      -FAY,DISPENSER,Fay,FG-Dispensers-Fay,Dispensers,,Kimfay Brand,Manufactured,1,Single Units,20%,Kim-Fay
DISPE0133,FOL - Jumbo Tissue Dispenser HSD-10211 Brushed Stainless Steel,FINGOODS  -DISPENSER -      -FAY,DISPENSER,Fay,FG-Dispensers-Fay,Dispensers,,Kimfay Brand,Manufactured,1,Single Units,20%,Kim-Fay
FAYMU0018,Fay Multifold H/Towels Universal 1 ply 1x240shts,FINGOODS  -TISSUE    -HTOWEL-FAY,TISSUE,Fay,FG-Tissue-Hand Towel-Fay,Hand Towels,Multifold,Kimfay Brand,Manufactured,0.44,Kgs,,Kim-Fay
FAYSE0152,Fay Servt. 1ply 60x100shts White Professional,FINGOODS  -TISSUE    -SERVIT-FAY,TISSUE,Fay,FG-Tissue-Serviette-Fay,Serviettes,Serviettes - Printed,Kimfay Brand,Manufactured,11.12,Kgs,20%,Kim-Fay
FAYSE0153,Fay servt. 1 ply Edge Emb Printed Wanangali,FINGOODS  -TISSUE    -SERVIT-FAY,TISSUE,Fay,FG-Tissue-Serviette-Fay,Serviettes,Serviettes - Printed,Kimfay Brand,Manufactured,11.34,Kgs,20%,Kim-Fay
HOBBW0051,Hobby Body Wash Marshmallow Vanilla 1000ml+ Hobby B/W Magnolia 300ml,FINGOODS  -BODY CARE -BWASH -HOBB,BODYCARE,Hobby,FG - Body Care - Body Wash - Hobby,Body Care,,Partners,Trading,1,Single Units,20%,Dabur
HOBBW0052,Hobby Body Wash Pure Orchid 1000Ml + Hobby B/W Magnolia 300ml,FINGOODS  -BODY CARE -BWASH -HOBB,BODYCARE,Hobby,FG - Body Care - Body Wash - Hobby,Body Care,,Partners,Trading,1,Single Units,20%,Dabur
HOBBW0053,Hobby Body Wash Marshmallow Coconut 1000Ml + Hobby Body wash 300ml,FINGOODS  -BODY CARE -BWASH -HOBB,BODYCARE,Hobby,FG - Body Care - Body Wash - Hobby,Body Care,,Partners,Trading,1,Single Units,20%,Dabur
HOBBW0054,Hobby Body wash Marshmallow Vanilla 1000ml + Hobby Body wash 300ml,FINGOODS  -BODY CARE -BWASH -HOBB,BODYCARE,Hobby,FG - Body Care - Body Wash - Hobby,Body Care,,Partners,Trading,1,Single Units,20%,Dabur
HOBBW0055,Hobby Body wash Pomegranate Blossom 1000ml + Hobby Body wash 300ml,FINGOODS  -BODY CARE -BWASH -HOBB,BODYCARE,Hobby,FG - Body Care - Body Wash - Hobby,Body Care,,Partners,Trading,1,Single Units,20%,Dabur
IKOBW0004,Ikko Gel Body Wash Spring Bliss 5L,FINGOODS  -BODY CARE -BWASH -IKKO,BODYCARE,Ikko,FG - Body Care - Body Wash - Ikko,Body Care,,Kimfay Brand,Manufactured,1,Single Units,20%,Kim-Fay
IKOSH0003,Ikko Gel Shampoo Nature's Kiss 5L,FINGOODS  -HAIR CARE -SHAMPO-IKKO,HAIR CARE,Ikko,FG - Hair Care - Shampoo - Ikko,Hair Care,,Kimfay Brand,Manufactured,1,Single Units,20%,Kim-Fay
REXDS0024,Rexona Deo Spray 72H Antibacterial Protection 200Ml,FINGOODS  -DEODORANT -DEOSPR-REXO,DEODORANT,Rexona,FG -Deodorants - Deo Spray - Rexona,Deodorants,,Partners,Trading,1,Single Units,20%,Unilever
REXDS0025,Rexona Deo Spray 72H Powder Dry 200Ml,FINGOODS  -DEODORANT -DEOSPR-REXO,DEODORANT,Rexona,FG -Deodorants - Deo Spray - Rexona,Deodorants,,Partners,Trading,1,Single Units,20%,Unilever
REXDS0026,Rexona Deo Spray 72H Invisible 200Ml,FINGOODS  -DEODORANT -DEOSPR-REXO,DEODORANT,Rexona,FG -Deodorants - Deo Spray - Rexona,Deodorants,,Partners,Trading,1,Single Units,20%,Unilever
REXDS0027,Rexona Deo Spray 72H Cotton Dry 200Ml,FINGOODS  -DEODORANT -DEOSPR-REXO,DEODORANT,Rexona,FG -Deodorants - Deo Spray - Rexona,Deodorants,,Partners,Trading,1,Single Units,20%,Unilever
REXDS0029,Rexona Deo Spray 72H Bamboo & Aloe Vera 200Ml,FINGOODS  -DEODORANT -DEOSPR-REXO,DEODORANT,Rexona,FG -Deodorants - Deo Spray - Rexona,Deodorants,,Partners,Trading,1,Single Units,20%,Unilever
REXDS0030,Rexona Deo Spray 72H Sport New Formula 200Ml,FINGOODS  -DEODORANT -DEOSPR-REXO,DEODORANT,Rexona,FG -Deodorants - Deo Spray - Rexona,Deodorants,,Partners,Trading,1,Single Units,20%,Unilever
TISTP0012,Tishu Poa TP 450 Sheets Decaroll White Consumer,FINGOODS  -TISSUE    -TOILET-TPOA,TISSUE,Tishu Poa,FG-Tissue-Toilet Tissue-Tissue Poa,Toilet Tissue,Deca Roll,Kimfay Brand,Manufactured,0.675,Bales of 40s,25%,Kim-Fay
VATSH0052,Vatika Shampoo Hair Fall Control Cactus & Gergir 180Ml,FINGOODS  -HAIR CARE -SHAMPO-VATI,HAIR CARE,Vatika,FG - Hair Care - Shampoo - Vatika,Hair Care,,Partners,Trading,1,Single Units,20%,Dabur
VATSH0073,Vatika Shampoo Nourishing Protein Egg 400Ml (Singles)+ FREE 200ml Shampoo,FINGOODS  -HAIR CARE -SHAMPO-VATI,HAIR CARE,Vatika,FG - Hair Care - Shampoo - Vatika,Hair Care,,Partners,Trading,1,Single Units,20%,Dabur
TISTP001,Tishu Poa TP Emb. WRAP 4x10s + 1 White Promo,FINGOODS  -TISSUE    -TOILET-TPOA,TISSUE,Tishu Poa,FG-Tissue-Toilet Tissue-Tissue Poa,Toilet Tissue,Deca Roll,Kimfay Brand,Manufactured,1.1,Bales of 40s,25%,Kim-Fay
HOBBW0048,Hobby Body Wash Marshmallow Vanilla 300Ml,FINGOODS  -BODY CARE -BWASH -HOBB,BODYCARE,Hobby,FG - Body Care - Body Wash - Hobby,Body Care,,Partners,Trading,1,Single Units,20%,Dabur
