SUPPLIER,CODE,ASSORTED,PARENT CODE,NAME,BARCODE,LOCATION CODE,PRICE,WEIGHT,TAXRATE,TAXABLE,UOM,BRAND,UOM2,UNIT CONVERSION,APP_SELLING_UNIT,CATEGORY,GROUP,DESCRIPTION,LAST_PRICE,REORDER_LEVEL,REORDER_QTY,SALES_AC,PURCHASE_AC
S001,DOVSM0001,,,Dove Shower Mousse Deeply Nourishing Cotton Oil 200ml,8717163747193,,,,16,TAXABLE,PIECE,Dove,PCS,1,,,,,,,,,
S001,DOVSM0002,,,Dove Shower Mousse Coconut Oil 200ml,8710447280072,,,,16,TAXABLE,PIECE,Dove,PCS,1,,,,,,,,,
S001,DOVSM0003,,,Dove Shower Mousse Argan Oil 200ml,8710447280003,,,,16,TAXABLE,PIECE,Dove,PCS,1,,,,,,,,,
S001,DOVST0001,,,Dove Stick Powder Soft Farit 3X40g,8886467010286,,,,16,TAXABLE,3PACK,Dove,PACKS,3,,,,,,,,,
S001,DOVST0002,,,Dove Stick Cucumber Farit 3X40g,8886467010293,,,,16,TAXABLE,3PACK,Dove,PACKS,3,,,,,,,,,
S001,DOVST0009,,,Dove Stick Cucumber Farit 1x40g,8886467010293,,,,16,TAXABLE,PIECE,Dove,PCS,1,,,,,,,,,
S001,DOVST0010,,,Dove Stick Pear & Aloe Vera Farit 1x40g,8886467010323,,,,16,TAXABLE,PIECE,Dove,PCS,1,,,,,,,,,
S001,DOVST0011,,,Dove Stick Original Farit 1x40g,8886467010309,,,,16,TAXABLE,PIECE,Dove,PCS,1,,,,,,,,,
S001,DOVST0012,,,Dove Stick Ultimate Repair Dark Marks Corrector 1x40g,8886467010316,,,,16,TAXABLE,PIECE,Dove,PCS,1,,,,,,,,,
S001,DOVST0013,,,Dove Stick Powder Soft Farit 1x40g,8886467010286,,,,16,TAXABLE,PIECE,Dove,PCS,1,,,,,,,,,
S001,DOVST0014,,,Dove Stick Apple & White Tea Scent 40Ml,59079583,,,,16,TAXABLE,PIECE,Dove,PCS,1,,,,,,,,,
S001,DOVST0015,,,Dove Stick Invisible Dry 40Ml,50287062,,,,16,TAXABLE,PIECE,Dove,PCS,1,,,,,,,,,
S001,DURBT0001,,,Duracell Plus Power AA 20 packs x 2 cells,5000394126091,,,,16,TAXABLE,CASE,Duracell,PACKS,20,,,,,,,,,
S001,DURBT0002,,,Duracell Plus Power AA 20 packs x 4 cells,5000394127050,,,,16,TAXABLE,CASE,Duracell,PACKS,20,,,,,,,,,
S001,DURBT0004,,,Duracell Plus Power 9V 10 packs x 1 cell,5000394105485,,,,16,TAXABLE,CASE,Duracell,PACKS,10,,,,,,,,,
S001,DURBT0005,,,Duracell Plus Power AAA 10 packs x 2 cells,5000394127296,,,,16,TAXABLE,CASE,Duracell,PACKS,10,,,,,,,,,
S001,DURBT0006,,,Duracell Plus Power AAA 10 packs x 4 cells,5000394127326,,,,16,TAXABLE,CASE,Duracell,PACKS,10,,,,,,,,,
S001,DURBT0008,,,Duracell Plus Power C 10 packs x 2 cells,5000394127531,,,,16,TAXABLE,CASE,Duracell,PACKS,10,,,,,,,,,
S001,DURBT0009,,,Duracell Plus Power D 10 packs x 2 cells,5000394127562,,,,16,TAXABLE,CASE,Duracell,PACKS,10,,,,,,,,,
S001,DURBT0012,,,Duracell Basic D 10 packs x 2 cells,5000394127562,,,,16,TAXABLE,CASE,Duracell,PACKS,10,,,,,,,,,
S001,DURBT0013,,,Duracell Ultra Power AA 20 packs x 4 cells,5000394127654,,,,16,TAXABLE,CASE,Duracell,PACKS,20,,,,,,,,,
S001,DURBT0014,,,Duracell Ultra Power AAA 10 packs x 4 cells,5000394002692,,,,16,TAXABLE,CASE,Duracell,PACKS,10,,,,,,,,,
S001,DURBT0016,,,Duracell Alkaline MN21 2s,5000394803961,,,,16,TAXABLE,CASE,Duracell,PACKS,10,,,,,,,,,
S001,DURBT0017,,,Duracell Alkaline LR44 2s,5000394013926,,,,16,TAXABLE,CASE,Duracell,PACKS,10,,,,,,,,,
S001,DURBT0018,,,Duracell Lithium 2032 2s,5000394803923,,,,16,TAXABLE,CASE,Duracell,PACKS,10,,,,,,,,,
S001,DURBT0019,,,Duracell Lithium 2025 2s,5000394803909,,,,16,TAXABLE,CASE,Duracell,PACKS,10,,,,,,,,,
S001,DURBT0020,,,Duracell Lithium 2016 2s,5000394803886,,,,16,TAXABLE,CASE,Duracell,PACKS,10,,,,,,,,,
S001,DURBT0026,,,Duracell Alkaline MN27 1s,5000394923355,,,,16,TAXABLE,CASE,Duracell,PACKS,10,,,,,,,,,
S001,DURBT0032,,,Duracell AA 60BX MON SO DOA SL (4+2),5000394159464,,,,16,TAXABLE,CASE,Duracell,PACKS,10,,,,,,,,,
S001,DURBT0033,,,Duracell AAA 6KP MON SO DOA SL (4+2),5000394159495,,,,16,TAXABLE,CASE,Duracell,PACKS,6,,,,,,,,,
S001,DURBT0034,,,Duracell Simply AA 1 X 6,5000394011465,,,,16,TAXABLE,CASE,Duracell,PACKS,6,,,,,,,,,
S001,DURBT0035,,,Duracell Simply AAA 1 X 6,5000394011632,,,,16,TAXABLE,CASE,Duracell,PACKS,10,,,,,,,,,
S001,DURBT0038,,,Duracell Lithium HSDC 2032 1 X 1,5000394035263,,,,16,TAXABLE,PACKET,Duracell,PACKS,1,,,,,,,,,
S001,DURBT0044,,,Alkaline AA 60BX MON SO DOA SL (4+2),5000394159464,,,,16,TAXABLE,PIECE,Duracell,PCS,1,,,,,,,,,
S001,DURBT0045,,,Alkaline AAA 6KP MON SO DOA SL (4+2),5000394159495,,,,16,TAXABLE,PIECE,Duracell,PCS,1,,,,,,,,,
S001,FAYBK0001,,,Fay Baking Paper 38cm x 10m ( 24 Rolls),6161101892100,,,,16,TAXABLE,CASE,Fay,ROLLS,24,,,,,,,,,
S001,FAYBK0003,,,Fay Baking Paper 38cm x 50m,6161101892117,,,,16,TAXABLE,PIECE,Fay,PCS,1,,,,,,,,,
S001,FAYBK0005,,,Fay Baking Paper 38cm x 10m,6161101892100,,,,16,TAXABLE,PIECE,Fay,PCS,1,,,,,,,,,
S001,FAYCL0001,,,Fay Cling Film 30cm x 30m GP (12 Rolls),6161101890830,,,,16,TAXABLE,CASE,Fay,ROLLS,12,,,,,,,,,
S001,FAYCL0002,,,Fay Cling Film 30cmx30m GP (36Rolls),6161101890830,,,,16,TAXABLE,CASE,Fay,ROLLS,36,,,,,,,,,
S001,FAYCL0003,,,Fay Cling Film 30cm x 15m GP (12 Rolls),6161101890823,,,,16,TAXABLE,CASE,Fay,ROLLS,12,,,,,,,,,
S001,FAYCL0004,,,Fay Cling Film 30cmx15m GP (36Rolls),6161101890823,,,,16,TAXABLE,CASE,Fay,ROLLS,36,,,,,,,,,
S001,FAYCL0005,,,Fay Cling Film 45cm x 30m GP (36 Rolls),6161101891936,,,,16,TAXABLE,CASE,Fay,ROLLS,36,,,,,,,,,
S001,FAYCL0009,,,Fay Cling Film Catering 30cmx300m GP,6161101890847,,,,16,TAXABLE,PIECE,Fay,PCS,1,,,,,,,,,
S001,FAYCL0010,,,Fay Cling Film Catering 30cmx100m GP,6161101891400,,,,16,TAXABLE,PIECE,Fay,PCS,1,,,,,,,,,
S001,FAYCL0012,,,Fay Cling Film Catering 30cmx200m GP,6161101891417,,,,16,TAXABLE,PIECE,Fay,PCS,1,,,,,,,,,
S001,FAYCL0017,,,Fay Cling Film 45cm x 15m GP (36 Rolls),6161101892070,,,,16,TAXABLE,CASE,Fay,ROLLS,36,,,,,,,,,
S001,FAYCL0018,,,Fay Cling Film 45cm x 15m GP (12 Rolls),6161101892070,,,,16,TAXABLE,CASE,Fay,ROLLS,12,,,,,,,,,
S001,FAYFA0001,,,Fay Facial 50s White,6009611180051,,,,16,TAXABLE,CASE,Fay,PACKS,48,,,,,,,,,
S001,FAYFA0002,,,Fay Facial Miss Fay 70s White,6009611180037,,,,16,TAXABLE,CASE,Fay,PACKS,48,,,,,,,,,
S001,FAYFA0003,,,Fay Facial 80s White,6009611180006,,,,16,TAXABLE,CASE,Fay,PACKS,48,,,,,,,,,
S001,FAYFA0004,,,Fay Facial 80s Pink,6009611180013,,,,16,TAXABLE,CASE,Fay,PACKS,48,,,,,,,,,
S001,FAYFA0006,,,Fay Facial 140s White,6161101891165,,,,16,TAXABLE,CASE,Fay,PACKS,24,,,,,,,,,
S001,FAYFA0007,,,Fay Facial 140s Pink,6161101891172,,,,16,TAXABLE,CASE,Fay,PACKS,24,,,,,,,,,
S001,FAYFA0009,,,Fay Facial Décor Art 140s Silver,6161101891912,,,,16,TAXABLE,CASE,Fay,PACKS,24,,,,,,,,,
S001,FAYFA0011,,,Fay Facial 12x80s White,6009611180006,,,,16,TAXABLE,CASE,Fay,PACKS,12,,,,,,,,,
S001,FAYFA0012,,,Fay Facial 80s Assorted 2+1 Promo,6161101892094,,,,16,TAXABLE,CASE,Fay,PACKS,16,,,,,,,,,
S001,FAYFA0014,,,Fay Facial Travel Pack Large 24 x 100shts White,6161101892087,,,,16,TAXABLE,CASE,Fay,PACKS,24,,,,,,,,,
S001,FAYFA0015,,,Fay Facial Decor Art 140s White(Singles),6161101891929,,,,16,TAXABLE,PIECE,Fay,PCS,1,,,,,,,,,
S001,FAYFA0022,,,Fay Facial Décor Art 140s Black,6161101891929,,,,16,TAXABLE,CASE,Fay,PACKS,24,,,,,,,,,
S001,FAYFA0027,,,Fay Facial 80s Assorted 2+1 Promo (Singles),6161101892094,,,,16,TAXABLE,PIECE,Fay,PCS,1,,,,,,,,,
S001,FAYFA0029,,,Fay Facial Decor Art Series 80's,6009611180013,,,,16,TAXABLE,CASE,Fay,PACKS,48,,,,,,,,,
S001,FAYFA0030,,,Fay Facial Decor Art Series 140's,6161101891929,,,,16,TAXABLE,CASE,Fay,PACKS,24,,,,,,,,,
S001,FAYFA0031,,,Fay Facial Miss Fay 70s White - New,6009611180037,,,,16,TAXABLE,CASE,Fay,PACKS,48,,,,,,,,,
S001,FAYFL0001,,,Fay Aluminium Foil Catering 30cmx30m,6161101890779,,,,16,TAXABLE,ROLL,Fay,ROLLS,1,,,,,,,,,
S001,FAYFL0002,,,Fay Aluminium Foil 45cm x 5m (12 Rolls),6161101890762,,,,16,TAXABLE,CASE,Fay,ROLLS,12,,,,,,,,,
S001,FAYFL0003,,,Fay Aluminium Foil 45cmx5m (36Rolls),6161101890762,,,,16,TAXABLE,CASE,Fay,ROLLS,36,,,,,,,,,
S001,FAYFL0004,,,Fay Aluminium Foil Catering 30cmx60m,6161101890786,,,,16,TAXABLE,ROLL,Fay,ROLLS,1,,,,,,,,,
S001,FAYFL0005,,,Fay Aluminium Foil 30cm x 5m (12 Rolls),6161101890755,,,,16,TAXABLE,CASE,Fay,ROLLS,12,,,,,,,,,
S001,FAYFL0006,,,Fay Aluminium Foil 30cmx5m (36 Rolls),6161101890755,,,,16,TAXABLE,CASE,Fay,ROLLS,36,,,,,,,,,
S001,FAYFL0007,,,Fay Aluminium Foil Catering 30cmx90m,6161101890793,,,,16,TAXABLE,ROLL,Fay,ROLLS,1,,,,,,,,,
S001,FAYFL0008,,,Fay Aluminium Foil Catering 45cmx30m,6161101890892,,,,16,TAXABLE,ROLL,Fay,ROLLS,1,,,,,,,,,
S001,FAYFL0009,,,Fay Aluminium Foil Catering 45cmx60m,6161101890809,,,,16,TAXABLE,ROLL,Fay,ROLLS,1,,,,,,,,,
S001,FAYFL0010,,,Fay Aluminium Foil Catering (45x90m),6161101890816,,,,16,TAXABLE,ROLL,Fay,ROLLS,1,,,,,,,,,
S001,FAYFL0011,,,Fay Aluminium Foil Catering (45x90m) Slide n cut,6161101891431,,,,16,TAXABLE,ROLL,Fay,ROLLS,1,,,,,,,,,
S001,FAYKT0001,,,Fay Kitchen Towels White 1x24 Rolls,6161101891530,,,,16,TAXABLE,CASE,Fay,ROLLS,12,,,,,,,,,
S001,FAYKT0002,,,Fay Kitchen Towels White 2x12 Rolls,6161101890205,,,,16,TAXABLE,CASE,Fay,ROLLS,12,,,,,,,,,
S001,FAYKT0004,,,Fay kitchen Towels White 2 x 12 Rolls(Singles),6161101890205,,,,16,TAXABLE,PIECE,Fay,PCS,1,,,,,,,,,
S001,FAYKT0007,,,Fay Kitchen Towels Pink 2x12 Rolls,6161101892209,,,,16,TAXABLE,CASE,Fay,ROLLS,12,,,,,,,,,
S001,FAYKT0008,,,Fay Kitchen Towels Eco White 2x12 Rolls,6161101892490,,,,16,TAXABLE,CASE,Fay,ROLLS,12,,,,,,,,,
S001,FAYKT0012,,,Fay Kitchen Towels White 6 x 3Rolls (2+1),6161101890205,,,,16,TAXABLE,CASE,Fay,ROLLS,3,,,,,,,,,
S001,FAYKT0013,,,Fay Kitchen Towels Pink 6 x 3Rolls (2+1),6161101892209,,,,16,TAXABLE,CASE,Fay,ROLLS,6,,,,,,,,,
S001,FAYMP0001,,,Fay Multi-Purpose Jumbo Towels White 1x6 Rolls,6161101892186,,,,16,TAXABLE,CASE,Fay,ROLLS,6,,,,,,,,,
S001,FAYMP0002,,,Fay Multi-Purpose Jumbo Towels White 1x6 Rolls + Free Airtime,6161101892186,,,,16,TAXABLE,CASE,Fay,ROLLS,6,,,,,,,,,
S001,FAYMU0001,,,2ply Fay Advanced Multifold H/Towels 12 x 240shts,6161101891653,,,,16,TAXABLE,CASE,Fay,PACKS,12,,,,,,,,,
S001,FAYMU0004,,,Fay Multifold H/Towels Advanced 1ply 12X240shts,6161101891653,,,,16,TAXABLE,CASE,Fay,PACKS,12,,,,,,,,,
S001,FAYMU0005,,,Fay Multifold H/Towels Universal 1 ply 12x240shts,6161101892049,,,,16,TAXABLE,CASE,Fay,PACKS,12,,,,,,,,,
S001,FAYMU0008,,,Fay Multifold H/Towels Advanced 1ply 240shts Singles,6161101891653,,,,16,TAXABLE,PIECE,Fay,PACKS,12,,,,,,,,,
S001,FAYMU0012,,,Fay Multifold H/Towels Advanced Quilted 1ply 12X200shts,6161101892537,,,,16,TAXABLE,CASE,Fay,PACKS,12,,,,,,,,,
S001,FAYPK0001,,,Fay Blue Pocket Handkerchiefs 120s Singles,6161101891134,,,,16,TAXABLE,CASE,Fay,PACKS,120,,,,,,,,,
S001,FAYPK0002,,,Fay Blue Pocket Handkerchiefs 12x10,6161101891141,,,,16,TAXABLE,CASE,Fay,PACKS,12,,,,,,,,,
S001,FAYPK0003,,,Fay Pocket Handkerchiefs 120s Pink,6161101891622,,,,16,TAXABLE,CASE,Fay,PCS,120,,,,,,,,,
S001,FAYPK0004,,,Fay Pocket Handkerchiefs 12x10 Pink,6161101891806,,,,16,TAXABLE,CASE,Fay,PACKS,12,,,,,,,,,
S001,FAYPK0005,,,Fay Blue Pocket Handkerchiefs 12x10(Singles),6161101891134,,,,16,TAXABLE,PIECE,Fay,PCS,1,,,,,,,,,
S001,FAYSA0002,,,Fay Antibacterial Hand Sanitiser Gel 500ml,6161101891851,,,,16,TAXABLE,PIECE,Fay,PCS,1,,,,,,,,,
S001,FAYSA0003,,,Fay Antibacterial Hand Sanitiser Gel 5L,6161101891844,,,,16,TAXABLE,PIECE,Fay,PCS,1,,,,,,,,,
S001,FAYSA0004,,,Fay Antibacterial Hand Sanitiser Liquid 5L,6161101891868,,,,16,TAXABLE,PIECE,Fay,PCS,1,,,,,,,,,
S001,FAYSA0005,,,Fay Antibacterial Hand Sanitiser Gel 36x60ml,6161101891745,,,,16,TAXABLE,CASE,Fay,PCS,36,,,,,,,,,
S001,FAYSE0008,,,Fay Servt. 1ply 60x100shts White,6161101890496,,,,16,TAXABLE,CASE,Fay,PCS,60,,,,,,,,,
S001,FAYSE0022,,,Fay Servt. 1ply 60x100shts Pink,6161101890144,,,,16,TAXABLE,CASE,Fay,PCS,60,,,,,,,,,
S001,FAYSE0028,,,Fay Servt. 1ply Printed Blue 60x100shts,6161101890113,,,,16,TAXABLE,CASE,Fay,PCS,60,,,,,,,,,
S001,FAYSE0052,,,Fay Servt 1ply 60x100shts White(Singles),6161101890496,,,,16,TAXABLE,PIECE,Fay,PCS,1,,,,,,,,,
S001,FAYSE0078,,,Fay Servt. 1ply 18 x 100shts White,6161101890496,,,,16,TAXABLE,CASE,Fay,PCS,18,,,,,,,,,
S001,FAYSE0080,,,Fay Servt. 1ply 18 x 100shts Blue,6161101890496,,,,16,TAXABLE,CASE,Fay,PCS,18,,,,,,,,,
S001,FAYSE0083,,,Fay Servt. Value Pack 1ply 30x200shts White,6161101891837,,,,16,TAXABLE,CASE,Fay,PCS,30,,,,,,,,,
S001,FAYSE0101,,,Fay Servt. Dinner 1ply 24x50shts White,6161101890632,,,,16,TAXABLE,CASE,Fay,PCS,24,,,,,,,,,
S001,FAYSE0103,,,Fay Servt. Dinner 2ply 48x25shts White,6161101890632,,,,16,TAXABLE,CASE,Fay,PCS,48,,,,,,,,,
S001,FAYSE0105,,,Fay Servt. Cocktail 1ply 24x100shts White,6161101890649,,,,16,TAXABLE,CASE,Fay,PCS,24,,,,,,,,,
S001,FAYTP0007,,,Fay TP Emb. Wrap 4 x 10 Pink Expo.,6161101891196,,,,16,TAXABLE,CASE,Fay,PACKS,4,,,,,,,,,
S001,FAYTP0008,,,Fay TP Emb. Unwrap. 4x10s White,6161101891189,,,,16,TAXABLE,CASE,Fay,PACKS,4,,,,,,,,,
S001,FAYTP0009,,,Fay TP Emb. Unwrap. 4x10s+2 White Promo.,6161101891189,,,,16,TAXABLE,CASE,Fay,PACKS,4,,,,,,,,,
S001,FAYTP0011,,,Fay TP Emb. Wrap. 4x10s White Expo,6161101891189,,,,16,TAXABLE,CASE,Fay,PACKS,4,,,,,,,,,
S001,FAYTP0012,,,Fay TP Emb.Unwrap 4 x 10 pink,6161101891196,,,,16,TAXABLE,CASE,Fay,PACKS,4,,,,,,,,,
S001,FAYTP0013,,,Fay TP Emb. Wrap. 40s Singles White,6161101890168,,,,16,TAXABLE,CASE,Fay,PCS,40,,,,,,,,,
S001,FAYTP0014,,,Fay TP Emb. Unwrap.TwinPack 20x2s White,6161101891325,,,,16,TAXABLE,CASE,Fay,PACKS,20,,,,,,,,,
S001,FAYTP0015,,,Fay TP Emb. Unwrap.12x4s White,6161101891448,,,,16,TAXABLE,CASE,Fay,PACKS,12,,,,,,,,,
S001,FAYTP0016,,,Fay TP Emb. Unwrap. 6x8s White,6161101890557,,,,16,TAXABLE,CASE,Fay,PACKS,6,,,,,,,,,
S001,FAYTP0017,,,Fay TP Unemb. Wrapped 40s,6161101890168,,,,16,TAXABLE,CASE,Fay,PCS,40,,,,,,,,,
S001,FAYTP0018,,,Fay TP Emb. Unwrap. 4x10s White + Free Airtime,6161101891189,,,,16,TAXABLE,CASE,Fay,PACKS,4,,,,,,,,,
S001,FAYTP0031,,,Fay TP Emb. Unwrap. 4x15s White,6161101892018,,,,16,TAXABLE,CASE,Fay,PACKS,4,,,,,,,,,
S001,FAYTP0032,,,Fay TP 3 PLY Emb. Unwrap. 4x9s White,6161101892520,,,,16,TAXABLE,CASE,Fay,PACKS,4,,,,,,,,,
S001,FAYWP0004,,,Fay Sensitive Wet Wipes 72s,6161101891882,,,,16,TAXABLE,CASE,Fay,PACKS,16,,,,,,,,,
S001,FAYWP0008,,,Fay Sensitive Wet Wipes 72S(Singles),6161101891882,,,,16,TAXABLE,PIECE,Fay,PCS,1,,,,,,,,,
S001,FAYWP0009,,,Fay Pure Wet Wipes 10s(Singles),6161101892162,,,,16,TAXABLE,PIECE,Fay,PCS,1,,,,,,,,,
S001,FAYWP0015,,,Fay Antibacterial Wet Wipes 72s,6161101891783,,,,16,TAXABLE,CASE,Fay,PACKS,16,,,,,,,,,
S001,FAYWP0018,,,Fay Antibacterial Wet Wipes 72s (Singles),6161101891783,,,,16,TAXABLE,PACKET,Fay,PACKS,1,,,,,,,,,
S001,FEMCR0011,,,Fem Hair Removal Cream- Sandal 40G + 8G 20%Free (Singles),6224000851606,,,,16,TAXABLE,PIECE,Fem,PCS,1,,,,,,,,,
S001,FEMCR0012,,,Fem Hair Removal Cream- Sandal 90G + 8G 20%Free (Singles),6224000851613,,,,16,TAXABLE,PIECE,Fem,PCS,1,,,,,,,,,
S001,FEMCR0014,,,Fem Hair Removal Cream- Rose 90G + 18G 20%Free (Singles),6224000851590,,,,16,TAXABLE,PIECE,Fem,PCS,1,,,,,,,,,
S001,FEMCR0015,,,Fem Hair Removal Cream- Blossom 40G + 8G 20%Free (Singles),6224000851569,,,,16,TAXABLE,PIECE,Fem,PCS,1,,,,,,,,,
S001,FEMCR0016,,,Fem Hair Removal Cream- Blossom 90G + 18G 20%Free (Singles),6224000851576,,,,16,TAXABLE,PIECE,Fem,PCS,1,,,,,,,,,
S001,FEMWX0005,,,Fem 20 Wax Strips Facial Normal Skin (Singles),8901103027012,,,,16,TAXABLE,PIECE,Fem,PCS,1,,,,,,,,,
S001,FEMWX0006,,,Fem 20 Wax Strips Bikini & Underarm Sensitive Skin (Singles),6291069702781,,,,16,TAXABLE,PIECE,Fem,PCS,1,,,,,,,,,
S001,FEMWX0007,,,Fem 20 Wax Strips Bikini & Underarm Normal Skin (Singles),6291069702774,,,,16,TAXABLE,PIECE,Fem,PCS,1,,,,,,,,,
S001,HOBBW0001,,,Hobby Body Wash Pomegranate Blossom 1000Ml,8690937010283,,,,16,TAXABLE,PIECE,Hobby,PCS,1,,,,,,,,,
S001,HOBBW0002,,,Hobby Body Wash Pure Orchid 1000Ml,8690937011563,,,,16,TAXABLE,PIECE,Hobby,PCS,1,,,,,,,,,
S001,HOBBW0005,,,Hobby Body Wash Pomegranate Blossom 300Ml,8690937001816,,,,16,TAXABLE,PIECE,Hobby,PCS,1,,,,,,,,,
S001,HOBBW0006,,,Hobby Body Wash Magnolia 300Ml,8690937001823,,,,16,TAXABLE,PIECE,Hobby,PCS,1,,,,,,,,,
S001,HOBBW0008,,,Hobby Body Wash Refreshing Fruits 300Ml,8690937001847,,,,16,TAXABLE,PIECE,Hobby,PCS,1,,,,,,,,,
S001,HOBBW0009,,,Hobby Body Wash Pure Orchid 300Ml,8690937011716,,,,16,TAXABLE,PIECE,Hobby,PCS,1,,,,,,,,,
S001,HOBBW0010,,,Hobby Body Wash Pomegranate Blossom 500Ml,8690937003575,,,,16,TAXABLE,PIECE,Hobby,PCS,1,,,,,,,,,
S001,HOBBW0011,,,Hobby Body Wash Magnolia 500Ml,8690937003582,,,,16,TAXABLE,PIECE,Hobby,PCS,1,,,,,,,,,
S001,HOBBW0012,,,Hobby Body Wash Calming Sea Minerals 500Ml,8690937003483,,,,16,TAXABLE,PIECE,Hobby,PCS,1,,,,,,,,,
S001,HOBBW0013,,,Hobby Body Wash Refreshing Fruits 500Ml,8690937003605,,,,16,TAXABLE,PIECE,Hobby,PCS,1,,,,,,,,,
S001,HOBBW0014,,,Hobby Body Wash Pure Orchid 500Ml,8690937011556,,,,16,TAXABLE,PIECE,Hobby,PCS,1,,,,,,,,,
S001,HOBBW0015,,,Hobby Liquid Hand Soap Spring Flower 400Ml,8690937001779,,,,16,TAXABLE,PIECE,Hobby,PCS,1,,,,,,,,,
S001,HOBBW0016,,,Hobby Liquid Hand Soap Pure Touch Orchid Flower 400Ml,8690937001809,,,,16,TAXABLE,PIECE,Hobby,PCS,1,,,,,,,,,
S001,HOBBW0017,,,Hobby Liquid Hand Soap Romantic 400Ml,8690937011686,,,,16,TAXABLE,PIECE,Hobby,PCS,1,,,,,,,,,
S001,HOBBW0018,,,Hobby Liquid Hand Soap Lotus Flower 400Ml,8690937011693,,,,16,TAXABLE,PIECE,Hobby,PCS,1,,,,,,,,,
S001,HOBBW0019,,,Hobby Liquid Hand Soap Naturals Rose 3000Ml,8690937012966,,,,16,TAXABLE,PIECE,Hobby,PCS,1,,,,,,,,,
S001,HOBBW0020,,,Hobby Body Wash Naturals Energy 500Ml,8690937011044,,,,16,TAXABLE,PIECE,Hobby,PCS,1,,,,,,,,,
S001,HOBBW0021,,,Hobby Relax Naturals Shower Gel Thyme Extract & Lavender Oil 500Ml,8690937012973,,,,16,TAXABLE,PIECE,Hobby,PCS,1,,,,,,,,,
S001,HOBBW0022,,,Hobby Refresh Naturals Shower Gel Sage Extract & Tea Tree Oil 500Ml,8690937011068,,,,16,TAXABLE,PIECE,Hobby,PCS,1,,,,,,,,,
S001,HOBBW0023,,,Hobby Liquid Hand Soap Blackberry 400Ml,8690937012485,,,,16,TAXABLE,PIECE,Hobby,PCS,1,,,,,,,,,
S001,HOBBW0024,,,Hobby Liquid Hand Soap Fresh&Soft Peach & Mango 400Ml,8690937011853,,,,16,TAXABLE,PIECE,Hobby,PCS,1,,,,,,,,,
S001,HOBBW0025,,,Hobby Liquid Hand Soap Fresh&Soft Kiwi & Melon 400Ml,8690937011860,,,,16,TAXABLE,PIECE,Hobby,PCS,1,,,,,,,,,
S001,HOBBW0026,,,Hobby Body Wash Marshmallow Coconut 500Ml,8690937011587,,,,16,TAXABLE,PIECE,Hobby,PCS,1,,,,,,,,,
S001,HOBBW0027,,,Hobby Body Wash Marshmallow Strawberry 500Ml,8690937009409,,,,16,TAXABLE,PIECE,Hobby,PCS,1,,,,,,,,,
S001,HOBBW0028,,,Hobby Body Wash Marshmallow Vanilla 500Ml,8690937009416,,,,16,TAXABLE,PIECE,Hobby,PCS,1,,,,,,,,,
S001,HOBBW0029,,,Hobby Men Body Wash + Shampoo Sport 400Ml,8690937009829,,,,16,TAXABLE,PIECE,Hobby,PCS,1,,,,,,,,,
S001,HOBBW0030,,,Hobby Men Body Wash + Shampoo Power 400Ml,8690937009836,,,,16,TAXABLE,PIECE,Hobby,PCS,1,,,,,,,,,
S001,HOBBW0031,,,Hobby Men Body Wash + Shampoo Artic 400Ml,8690937011570,,,,16,TAXABLE,PIECE,Hobby,PCS,1,,,,,,,,,
S001,HOBBW0032,,,Hobby Moisturizing Cream Avocado 250Ml,8690937012577,,,,16,TAXABLE,PIECE,Hobby,PCS,1,,,,,,,,,
S001,HOBBW0041,,,Hobby Moisturizing Cream Coconut 250Ml,8690937012584,,,,16,TAXABLE,PIECE,Hobby,PCS,1,,,,,,,,,
S001,HOBBW0042,,,Hobby Moisturizing Cream Shea Butter 250Ml,8690937012591,,,,16,TAXABLE,PIECE,Hobby,PCS,1,,,,,,,,,
S001,HOBCN0002,,,Hobby Hair Conditioner Classic Balsam Vitamin & Keratin 600Ml,8690937011518,,,,16,TAXABLE,PIECE,Hobby,PCS,1,,,,,,,,,
S001,HOBHW0001,,,Hobby Naturals Liquid Hand Soap Olive Extract 400Ml,8690937011723,,,,16,TAXABLE,PIECE,Hobby,PCS,1,,,,,,,,,
S001,HOBHW0003,,,Hobby Naturals Liquid Hand Soap Strawberry & Pomegranate 400Ml,8690937009232,,,,16,TAXABLE,PIECE,Hobby,PCS,1,,,,,,,,,
S001,HOBHW0005,,,Hobby Naturals Liquid Hand Soap Rose 400Ml,8690937010504,,,,16,TAXABLE,PIECE,Hobby,PCS,1,,,,,,,,,
S001,HOBLT0004,,,Hobby Body Lotion Shea Butter 400Ml (Singles),8690937012614,,,,16,TAXABLE,PIECE,Hobby,PCS,1,,,,,,,,,
S001,HOBLT0005,,,Hobby Body Lotion Avocado 400Ml,8690937012607,,,,16,TAXABLE,PIECE,Hobby,PCS,1,,,,,,,,,
S001,HOBLT0006,,,Hobby Body Lotion Coconut 400Ml,8690937012621,,,,16,TAXABLE,PIECE,Hobby,PCS,1,,,,,,,,,
S001,HOBSH0001,,,Hobby Protein Care Shampoo Garlic Extract 600Ml,8690937011266,,,,16,TAXABLE,PIECE,Hobby,PCS,1,,,,,,,,,
S001,HOBSH0002,,,Hobby Protein Care Shampoo Black Olive Extract 600Ml,8690937011303,,,,16,TAXABLE,PIECE,Hobby,PCS,1,,,,,,,,,
